id,name,country,country_codes,iso,severity,population,latitude,longitude,description,french_name,spanish_name
2337,Lisela,Indonesia,IDN,lcl,Vulnerable,9000,-3.2392,127.0239,Maluku,lisela,lisela
1219,Motuo Menba,"China, India","CHN, IND",tsj,Definitely endangered,9000,28.6640,94.0347,"Arunachal Pradesh, West Siang Dt., esp. in and around Menchuka",menba de Motuo,monpa de Motuo
1889,Panamahka,Nicaragua,NIC,sum,Vulnerable,9000,14.2856,-84.5947,Community of Musawas,panamahka,panamaka
880,Zuni,United States of America,USA,zun,Vulnerable,9000,35.0820,-108.7600,Zuni Pueblo in western New Mexico.,zuni,zuñí
1750,Mopán (Belize),Belize,BLZ,mop,Severely endangered,8980,16.2449,-88.8654,"Toledo, Stann Creek, Cayo",mopán (Belize),mopán (Belize)
1728,Tulishi,Sudan,SDN,tey,Severely endangered,8628,11.5984,29.0917,,tulishi,tulishi
1016,Central Cuicatec,Mexico,MEX,"cux, cut",Vulnerable,8621,17.8000,-96.9610,"Several municipalities in the state of Oaxaca, among them: Concepción Pápalo, San Juan Bautista Cuicatlán,  San Juan Tepeuxila, San Pedro Sochiapan, Santa María Pápalo, and Santos Reyes Pápalo",cuicatèque central,cuicateco central
1685,Ts'amay,Ethiopia,ETH,tsb,Definitely endangered,8621,5.4382,37.2463,,ts'amakko,tsamai
1604,Phalura,Pakistan,PAK,phl,Definitely endangered,8600,35.7264,71.7434,"Eight villages in Sourthern Chitral, near Drosh, NWFP, Pakistan",phalura,phalura
1268,Northern Popoloc,Mexico,MEX,,Vulnerable,8597,18.6818,-97.6580,"Municipality of Tlacotepec de Benito Juárez, state of Puebla",popoloc septentrional,popoloca septentrional
1274,Ixcatlán Mazatec,Mexico,MEX,mzi,Vulnerable,8593,18.1447,-96.4855,"Municipality of San Pedro Ixcatlán, state of Oaxaca",mazatèque d'Ixcatlán,mazateco de Ixcatlán
918,Patla-Chicontla Totonac,Mexico,MEX,tku,Severely endangered,8590,20.1644,-97.6927,"Patla, Chicontla, San Pedro Tlaolantongo in the municipality of Jopala, state of Puebla; Zihuatleutla, state of Puebla",totonaque de Patla-Chicontla,totonacano de Patla
1647,Toram,Chad,TCD,trj,Severely endangered,8456,11.1581,19.6023,,toram,toram
994,Northwestern Tlapanec,Mexico,MEX,,Vulnerable,8409,17.5595,-98.9332,"Municipality of Atlixtac, state of Guerrero",tlapanèque nord-occidental,tlapaneco noroccidental
271,Dene,Canada,CAN,chp,Vulnerable,8195,56.4807,-109.4127,Spread over 28 communities in Canada,dene,dené
1526,Micmac (Massachusetts),United States of America,USA,mic,Definitely endangered,8145,42.3589,-71.0578,"The majority of U.S. speakers live in the Boston, Massachusetts area; Canadian communities are Restigouche, Quebec; Big Cove, New Brunswick; and Eskasoni,  Nova Scotia.",micmac (Massachusetts),micmac (Massachussets)
88,Argobba,Ethiopia,ETH,agj,Critically endangered,8000,10.5958,39.9792,,argobba,argobba
708,Austral dialects,French Polynesia (France),PYF,aut,Definitely endangered,8000,-23.3775,-149.4909,"Austral Islands (Rurutu, Tupuai, Rimatara, Raivavae)",dialectes des Iles Australes,dialectos de las islas Australes
1693,Belanda Bor,Sudan,SDN,bxb,Definitely endangered,8000,6.4954,27.7404,,belanda bor,belanda bor
1701,Feroge,Sudan,SDN,fer,Vulnerable,8000,8.5049,25.7189,,feroge,feroge
1980,Hachijō,Japan,JPN,,Definitely endangered,8000,33.1100,139.7891,the Hachijō and Aogashima Islands of the Izu Archipelago south of Tokyo; an outlying dialect of Japanese not listed at all by the SIL,hachijō,hachijō
1853,Inga,Colombia,COL,"inb, inj",Severely endangered,8000,1.1658,-77.0011,"Sibundoy Valley in and around Santiago, San Andrés and Colón; Aponte (Department of Nariño)",inga,inga
67,Kanga,Sudan,SDN,kcp,Severely endangered,8000,10.8440,29.4708,,kanga,canga
2424,Lajia,China,CHN,lbc,Definitely endangered,8000,23.7439,110.0526,,lajia,lakia
1255,Lakha,Bhutan,BTN,lkh,Definitely endangered,8000,27.5898,90.3735,’Wangdi Phodr’a district,lakha,lakha
2187,Mbya Guarani (Paraguay),Paraguay,PRY,gun,Definitely endangered,8000,-26.5099,-55.2832,,mbyá guarani (Paraguay),guaraní mbyá (Paraguay)
1675,Mundurukú,Brazil,BRA,myu,Vulnerable,8000,-8.1027,-57.3486,,mundurukú,mundurucú
767,Ojibwe,United States of America,USA,ciw,Severely endangered,8000,46.0706,-93.6677,"Spoken in the states of Minnesota, Wisconsin, and Michigan.",ojibwe,oyibua
586,Quichua (Salasaca),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered,8000,-1.3511,-78.6511,"Province of Tungurahua (Central Highlands), San Pedro de Pelileo county, García Moreno and  Salasaca Parishes",quichua (Salasaca),quichua (Salasaca)
1182,Rongpo,India,IND,rnp,Vulnerable,8000,30.7229,79.7387,"Uttarakhand, Chamoli dt.",rongpo,rangpo
557,Sanyi,China,CHN,ysy,Severely endangered,8000,24.9262,102.5134,,sanyi,sanie
2284,Temuan,Malaysia,MYS,tmw,Severely endangered,8000,3.3709,101.9840,,temuan,temuano
1726,Tingal,Sudan,SDN,tie,Definitely endangered,8000,12.2380,31.1215,,tingal,tingal
735,Wampis,Peru,PER,hub,Vulnerable,8000,-3.4476,-77.7941,Departamentos de Amazonas  y Loreto; cuenca de  ríos Morona y Santiago.,huambisa (wampis),huambisa
2402,Wunai Bunu,China,CHN,bwn,Definitely endangered,8000,24.4146,107.8378,,bunu wunai,bunú wunai
739,Yanesha,Peru,PER,ame,Severely endangered,8000,-10.3743,-75.2343,"Depto. de  Cerro de Pasco, Prov. de  Oxapampa, cuenca de  río Palcazu.
Depto. de Junín, Prov. de Chanchamayo, alto Perené.",yanesha,amuesa
1369,Mam (Mexico),Mexico,MEX,,Severely endangered,7977,17.3661,-93.5334,"Locality of Chimalapa  and others in Municipality of  Mazapa de Madero, municipalities of Amatenango de la Frontera, Bejucal de Ocampo, Comalapa, Huehuetán, Mototzintla, and others in the state of Chiapas; municipalities of Campeche and Othón P. Blanco in the state of Campeche",mam (Mexique),mam (México)
1318,Pana,Burkina Faso,BFA,png,Definitely endangered,7800,13.1650,-3.4277,,pana,pana
1983,Macushi (Guyana),Guyana,GUY,mbc,Vulnerable,7750,3.6888,-59.4799,Rupununi savannahs in the southwestern part of Guyana. More in Roraima (Brazil).,macushi (Guyane),macusí (Guyana)
466,Chukchi,Russian Federation,RUS,ckt,Severely endangered,7742,67.6248,176.1767,most parts of Chukchi Autonomous District and adjacent regions in Koryak Autonomous District and Lower Kolyma (Nizhnekolymskiy) County in the Republic of Sakha (Yakutia),tchouktche,chukoto
1875,Cabécar,Costa Rica,CRI,,Vulnerable,7622,9.9012,-83.6844,Atlantic watershed and southern Pacific slopes of the Talamanca range in southern Costa Rica according to Constenla,cabecar,cabécar
593,Awa Cuaiquer,Colombia,COL,kwi,Critically endangered,7500,1.4939,-78.5742,"Mainly in the department of Nariño, adjacent to Ecuador, between Pasto and the  Pacific ocean",awa-cuaiquer,cuaiquer
2172,Lishana Deni (Israel),Israel,ISR,lsd,Severely endangered,7500,31.7748,35.1013,Jerusalem and  vicinity and in the rest of the country.  Population immigrated  from northwest Iraqi Kurdistan in early 1950's.,lishana deni (Israël),lishana deni  (Israel)
925,Central Pame,Mexico,MEX,pbs,Vulnerable,7399,21.9208,-99.3741,"Santa Catarina, Tamasopo (state of San Luis Potosí)",pamé central,pame central
309,Puinave,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",pui,Definitely endangered,7377,4.4340,-68.1591,Colombia: On the Inirida river in the department of Guainía. Also in Guaviare and Vichada. Venezuela: In Atabapo (Amazonas).,puinave,puinave
1702,Mebengokre,Brazil,BRA,txu,Vulnerable,7266,-6.5569,-52.4707,"Both the Kayapó and the Xikrin call themselves Mebengokre and speak dialects of the same language.  Older Xikrin don't consider themselves Kayapó.  The various village names (A'ukre, Gorotire, Kokrimoro, etc) are often confused with dialects or languages.",mebengokre,cayapó
316,Tunebo,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN","tnd, tbn, tuf, tnb",Definitely endangered,7231,6.4463,-72.0483,"Departments of Boyacá (eastern slopes of the Siera Nevada del Cocuy), Norte de Santander, Casanare and Arauca (Colombia).",tunebo,tunebo
1015,Quechua of Peruvian Amazonia,Peru,PER,"qln, qlb",Vulnerable,7200,-2.3723,-74.1137,"Preferentemente  en el Dpto. de  Loreto, pero también en algunas  zonas de  Madre de Dios.",quechua de l'Amazonie péruvienne,quechua amazónico peruano
1217,Asur,India,IND,asr,Definitely endangered,7000,22.4719,84.9023,,asuri,asuri
2301,Bashkardi,Iran (Islamic Republic of),IRN,bsg,Definitely endangered,7000,28.5169,57.7551,"Eastern Hormozgan, Southern Kerman, and possibly southwestern Sistan and Baluchistan provinces.",bashkardi,baskardí
91,Burji,Kenya,KEN,bji,Vulnerable,7000,2.1857,37.9248,,burji,buryí
2431,Choyi,China,CHN,qvy,Definitely endangered,7000,30.8519,99.6659,,choyi,queyu
2061,Gazi,Iran (Islamic Republic of),IRN,gzi,Definitely endangered,7000,32.8036,51.6211,"Gaz region, Iran",gazi,gazi
2433,Guichong,China,CHN,gqi,Vulnerable,7000,30.8148,101.7021,,guiqiong,guichión
1332,Karagash,Russian Federation,RUS,,Definitely endangered,7000,47.2643,47.2412,Krasnoyarskiy and Kharabali counties in Astrakhan Province; an outlying dialect of Nogay not listed at all by the SIL,karagash,tofa
1786,Natanzi,Iran (Islamic Republic of),IRN,ntz,Severely endangered,7000,33.4520,51.3006,"Natanz, Isfahan Province, Iran",natanzi,natanzí
1783,Nayini,Iran (Islamic Republic of),IRN,nyq,Severely endangered,7000,32.8519,53.1573,"Nayin and Anarak, Esfahan Province, Iran",nayini,nayiní
1439,Parya,"Uzbekistan, Tajikistan, Afghanistan","UZB, TJK, AFG",paq,Severely endangered,7000,38.5094,68.0932,"Hissor Valley of western Tajikistan, Surkhandarya Valley of Uzbekistan and Kunduz region of Afghanistan",parya,parya
103,Segeju,United Republic of Tanzania,TZA,seg,Severely endangered,7000,-4.8173,39.0783,,segeju,daiso
1795,Sivandi,Iran (Islamic Republic of),IRN,"siy, faz",Definitely endangered,7000,29.9168,51.5945,"Sivand, Fars Province , Iran",sivandi,sivandi
2302,Soi,Iran (Islamic Republic of),IRN,soi,Definitely endangered,7000,31.6533,55.6787,Central Iran,soi,soi
1852,Tucano (Brazil),Brazil,BRA,tuo,Vulnerable,7000,0.1757,-67.2363,"Tukano is spoken by various people who are not ethnically Tukano, increasing the speaker numbers",tucano (Brésil),tucano (Brasil)
320,Wapishana (Guyana),Guyana,GUY,wap,Vulnerable,7000,2.3065,-59.6997,"Southwestern part of Guyana (area of Lethem, western tributaries of the Essequibo). State of Roraima, Brazil.",wapishana (Guyane),wapishana (Guyana)
1739,Yulu,"Central African Republic, Democratic Republic of the Congo, Sudan","CAF, ZAI, SDN",yul,Vulnerable,7000,8.3854,24.1754,,yulu,yulu
2438,Zhaba,China,CHN,zhb,Vulnerable,7000,31.4000,100.4734,,zhaba,chaba
1828,Sakapultek,Guatemala,GTM,quv,Definitely endangered,6973,14.9752,-91.0527,Sacapulas,sakapultèque,sacapulteco
1677,Chara,Ethiopia,ETH,cra,Vulnerable,6932,6.4790,36.3647,,chara,chara
2339,Kosraean,"Micronesia (Federated States of), Nauru","FSM, NRU",kos,Severely endangered,6900,5.3220,162.9904,Also spoken on Nauru,kosrae,kosreano
1902,Waunana (Panama),Panama,PAN,noa,Severely endangered,6882,8.2984,-78.1018,Southern Panama Lowlands,waunana (Panama),waumeo (Panamá)
694,San Francisco del Mar Huave,Mexico,MEX,hue,Critically endangered,6874,16.3333,-94.5166,"Municipality of San Francisco del Mar, state of Oaxaca",huave de San Francisco del Mar,huave de San Francisco del Mar
692,Northern East Cree,Canada,CAN,crl,Vulnerable,6870,53.6916,-78.8011,Spread over 5 communities in Canada,cree du nord-est,clisteno nororiental
1317,Micmac (Canada),Canada,CAN,mic,Vulnerable,6850,45.9646,-60.6172,Spread over 32 communities in Canada,micmac (Canada),micmac (Canadá)
2720,Northern Tepehuán,Mexico,MEX,tnp,Definitely endangered,6802,26.4258,-107.2683,Baborigame in the state of Chihuahua,tepehuan septentrional,tepehuano septentrional
1087,Miju,"China, India","CHN, IND",mxj,Vulnerable,6700,28.1155,96.2896,"Arunachal Pradesh, Lohit and Anjan districts",miju,miju
879,Rio Grande Keresan,United States of America,USA,,Definitely endangered,6685,35.5147,-106.3655,"Spoken in five pueblos north of Albuquerque, NM:  Zia, Santa Ana, San Felipe, Santo Domingo, and Cochiti.",keresan du Rio Grande,queresano de Río Grande
1281,Western Mazatec,Mexico,MEX,,Vulnerable,6639,18.1351,-96.9057,Municipalities of San Lucas Zoquiapan and San Martín Toxpalan,mazatèque occidental,mazateco del oeste
1676,Bussa,Ethiopia,ETH,dox,Vulnerable,6624,5.7225,37.1406,,bussa,busa
1694,Beli,Sudan,SDN,blm,Definitely endangered,6600,6.4736,29.2675,,beli,beli
2444,Chesu,China,CHN,ych,Definitely endangered,6600,24.4211,102.0459,,chesu,chesu
57,Thuri,Sudan,SDN,thu,Vulnerable,6600,8.4397,25.4333,"Southern Sudan between Wau and Aweil, between Jur and Lol rivers, on Raga-Nyamlell road, and on Wau-Deim Zubeir road.",thuri,thuri
1053,Karata,Russian Federation,RUS,kpt,Definitely endangered,6574,42.5874,46.3348,"nine villages, including Karata and Tokita (Tukita), in Akhvakh County in the Republic of Daghestan",karata,karata
2375,Saulteau,Canada,CAN,ojw,Vulnerable,6558,50.5573,-98.6562,Spread over 70 communities in Canada,saulteau,saulteaux
1166,Kumāle,Nepal,NPL,kra,Severely endangered,6533,27.7880,84.5480,Gorkhā district,kumāle,kumhali
929,Lower Northwestern Otomí,Mexico,MEX,,Vulnerable,6509,20.1865,-100.1469,"Santiago Mexquititlán Municipality of Amealco, Querétaro",bas otomí du nord-est,otomí noroccidental bajo
83,Dimme,Ethiopia,ETH,dim,Vulnerable,6501,5.9548,36.2988,,dime,dimé
585,Chiquitano (Bolivia),Bolivia (Plurinational State of),BOL,cax,Definitely endangered,6500,-16.5835,-61.6113,"In the department of Santa Cruz, Bolivia: provinces of Ñuflo de Chávez, Velasco, Chiquitos, A. Sandoval, Germán Busch.
In the state of Mato Grosso, Brazil. The most active speakers are in the Lomerío area, near the mission town of Concepción.",chiquitano (État plurinational de Bolivie),Chiquitano (Bolivia)
1729,Tumtum,Sudan,SDN,tbr,Severely endangered,6500,10.4770,30.4321,,tumtum,tumtum
1042,Bezhta,Russian Federation,RUS,kap,Definitely endangered,6461,42.1369,46.1508,"the villages of Bezhta, Tlyadal, and Khasharkhota in Tsunta County in the Republic of Daghestan",bezhta,bejila
1115,Thakali,Nepal,NPL,ths,Vulnerable,6441,28.7146,83.6478,Kālī Gaṇḍakī river valley,thakali,thakali
74,Dongotono,Sudan,SDN,ddd,Vulnerable,6219,4.9650,35.3210,"Southern Sudan, 
Eastern Equatoria Province, 
Dongotono Hills southeast of Torit.",dongotono,dongotono
1763,Mawé,Brazil,BRA,mav,Vulnerable,6219,-3.8642,-56.7773,,mawé,mawé-sateré
498,Shor,Russian Federation,RUS,cjs,Severely endangered,6210,53.0544,87.7478,the southern parts of Kemerovo Province and adjacent regions,chor,sorio
992,Central Tlapanec,Mexico,MEX,,Vulnerable,6191,17.2624,-98.7482,"Municipality of Tlacoapa, state of Guerrero",tlapanèque cental,tlapaneco central
2366,Oji-Cree,Canada,CAN,ojs,Vulnerable,6110,53.8141,-94.8977,Spread over 18 communities in Canada,oji-cree,oyi-clisteno
65,Keiga,Sudan,SDN,kec,Severely endangered,6072,11.3184,29.6960,,keiga,keiga
2271,Ampibabo Lauje,Indonesia,IDN,law,Vulnerable,6000,0.3295,120.1904,Sulawesi,ampibabo-lauje,lauje
1631,Cashinahua (Brazil),Brazil,BRA,cbs,Vulnerable,6000,-9.2603,-71.5304,"The group lives in Indigenous Lands: Alto Rio Purus; Igarapé do Caucho; Katukina/Kaxinawá; Kaxinawá do Baixo Rio Jordão; Kaxinawá do Rio Humaitá; Kaxinawá do Baixo Rio Jordão; Kaxinawá do Seringal Curralinho; Kaxinawá Nova Olinda; Kaxinawá/ Ashaninka do Rio Breu - Acre State - Brazil.
Peru: villages Balta, Colombiana and San Martin
Brazil: Mucuripe",cashinahua (Brésil),cashinahua (Brasil)
32,Geji cluster,Nigeria,NGA,gji,Severely endangered,6000,10.1960,9.5581,,groupe geji,grupo geji
1879,Mbya Guarani (Brazil),Brazil,BRA,gun,Vulnerable,6000,-30.1451,-50.6250,,mbyá guarani (Brésil),guaraní mbyá (Brasil)
1010,Moklen,"Myanmar, Thailand","MMR, THA",mwt,Definitely endangered,6000,8.1953,98.3036,,moklen,moklen
2624,Nauruan,Nauru,NRU,nau,Severely endangered,6000,-0.5300,166.9221,Nauru Island,nauruan,nauruano
1818,Nheengatu / Yeral (Brazil),Brazil,BRA,yrl,Severely endangered,6000,-0.4833,-67.0166,"There are a number of dialects of Nheengatu, the dialect of the Upper Rio Negro (the Middle Rio Negro is similar) being much more known.",nheengatú / yeral (Brésil),nheengatú  (Brasil)
2299,Parachi,Afghanistan,AFG,prc,Definitely endangered,6000,34.4658,68.6370,"Villages in Nijrau,Tagau, Pachaghan, Shutul, Ghujula in Hindu Kush Valley near Kabul. Afghanistan",parachi,parachí
1014,Quechua of San Martín,Peru,PER,qsa,Severely endangered,6000,-6.5336,-76.4428,"En el departamento de  San Martín, provincia de  Lamas, poblado de Wayqo, entre otros.",quechua de San Martín,quechua de San Martín
1293,Sawkna,Libyan Arab Jamahiriya,LBY,swn,Critically endangered,6000,27.2520,17.7539,"According to Ethnologue, the language is spoken in the Tripolitania region.",sawkna,sokna
1100,Sulung,"China, India","CHN, IND",suv,Definitely endangered,6000,27.8390,92.8784,"Arunachal Pradesh, northeast corner of East Kameng Dt.",sulung,sulung
1060,Tindi,Russian Federation,RUS,tin,Definitely endangered,6000,42.4660,46.1453,"the villages of Tindi, Angida, Aknada, Echeda, and Tissi in Tsumada County in the Republic of Daghestan",tindi,tindi
785,Western Apache,United States of America,USA,apw,Definitely endangered,6000,33.2563,-110.4637,"speakers are located in Arizona at five locations: San Carlos Apache Reservation, Ft. Apache Reservation, Tonto Reservation (Payson), Ft. McDowell Reservation (Scottsdale), Camp Verde Reservation",apache occidental,apache occidental
323,Yanomami (Brazil),Brazil,BRA,wck,Vulnerable,6000,3.0746,-63.4570,,yanomami (Brésil),yanomamö (Brasil)
1460,Yazgulami,Tajikistan,TJK,yah,Severely endangered,6000,38.1982,71.4276,"Yazgulam valley, Vanj district, Gorno Badakhshan Autonomous Region, Tajikistan",yazgulâmi,yazgulamí
432,Chantyal,Nepal,NPL,chx,Definitely endangered,5912,28.4493,83.4054,Myāgdī district.,chantyal,chantel
2341,Mortlockese,Micronesia (Federated States of),FSM,mrl,Definitely endangered,5904,5.5811,153.5668,Mortlock Islands,mortlock,mortlock
1767,Baníwa do Içana,"Brazil, Colombia, Venezuela (Bolivarian Republic of)","BRA, COL, VEN",bwi,Vulnerable,5811,1.2743,-68.2910,,baniwa de l'Içana,baniwa
285,"Akawaio (Guyana, Venezuela)","Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",ake,Definitely endangered,5800,5.3753,-60.5126,"Mainly in the Mazaruni River Basin (Guyana), also in Gran Sabana region of Venezuela (state of Bolívar).","akawaio (Guyane, République bolivarienne du Venezuela)","akawaio (Guyana, Venezuela)"
1039,Akhvakh,Russian Federation,RUS,akv,Definitely endangered,5793,42.4720,46.3238,"six villages in Akhvakh County and the villages of Ratlub, Tlyanub, and Tsegob in Kakhib County in the Republic of Daghestan in the Russian Federation; expatriate community of Akhvakh-dere in Kuba (Quba) County in Azerbaijan",akhvakh,ajvaj
420,Veps,Russian Federation,RUS,vep,Severely endangered,5753,60.3269,34.8046,"three dialect areas: Northern Veps:  the eastern part of Onega (Prionezhskiy) County in the Republic of Karelia; Central Veps: across the boundary of St. Petersburg (Leningrad) and Vologda provinces, mainly in the southern part of Podporozh’ye County, the eastern corner of Tikhvin County and the northeastern part of Boksitogorsk counties in St. Petersburg Province, and the western parts of Babayevo and Vytegra counties in Vologda Province; Southern Veps: the southeastern part of Boksitogorsk County",veps,vepsio
2372,Qikiqtaaluk nigiani,Canada,CAN,ike,Vulnerable,5740,63.7577,-68.5178,Spread over 5 communities in Canada,nigiani de Qikiqtaaluk,qikiqtaaluk nigiani
1829,Sipakapense,Guatemala,GTM,qum,Definitely endangered,5687,15.2121,-91.6335,Sipacapa in the municipality of San Marcos,sipakapense,sipacapense
1871,Bribri (Costa Rica),Costa Rica,CRI,bzd,Vulnerable,5647,9.5596,-83.3073,"Southern Atlantic and Pacific slopes of Talamanca range according to Constenla; Cantón of Talamanca, Limón province; cantón of Buenos aires, Punta Arenas province according to Ethnologue",bribri (Costa Rica),talamanca (Costa Rica)
1301,Bainouk-Gunyaamolo,Senegal,SEN,bcz,Vulnerable,5635,12.7421,-16.1141,,bainouk-gunyaamolo,bainuko-gunyaamolo
1305,Kwatay,Senegal,SEN,cwt,Severely endangered,5625,12.4204,-16.7596,,kwatay,kwatay
2248,Baheng (Viet Nam),Viet Nam,VNM,pha,Vulnerable,5569,22.8166,106.3500,,baheng (Viet Nam),baheng (Vietnam)
909,Central Zoque,Mexico,MEX,,Definitely endangered,5500,17.0965,-93.2095,"Municipalities of Copainalá, Ostuacán, Tecpatlán, state of Chiapas",zoque central,zoqué central
1605,Dameli,Pakistan,PAK,dml,Severely endangered,5500,35.5780,71.8684,"Damel valley, sourthern Chitral district, NWFP, Pakistan",dameli,damelí
1138,Sak (Bangladesh),Bangladesh,BGD,ckh,Severely endangered,5500,21.5041,92.2055,,sak (Bangladesh),sak (Bangladesh)
1603,Yidgha,Pakistan,PAK,ydg,Definitely endangered,5500,36.0024,71.6006,"Lutkuh Valley of Chitral, west of Garam Chishma in Chitral district, NWFP, Pakistan",yidgha,munyaní
1486,Southeastern Tarahumara,Mexico,MEX,tcu,Vulnerable,5406,26.0891,-106.9645,Localities of Chinatú and others in the municipality of Guadalupe y Calvo in the state of Chihuahua,tarahumara du sud-est,tarahumara suroriental
634,Chimané,Bolivia (Plurinational State of),BOL,cas,Vulnerable,5300,-15.2629,-66.8518,"Near San Borja, province of Ballivián, department of Bení (Bolivia).",chimané,chimané
73,Dilling,Sudan,SDN,dil,Definitely endangered,5295,12.0178,29.6630,,dilling,dillingo
851,San Dionisio del Mar Huave,Mexico,MEX,hve,Definitely endangered,5165,16.3166,-94.7500,"Municipality of San Dionisio del Mar, state of Oaxaca",huave de San Dionisio,huave de San Dionisio del Mar
72,Lafofa,Sudan,SDN,laf,Severely endangered,5140,10.3716,30.6243,,lafofa,lafofa
2220,Akeu,"Lao People's Democratic Republic, Myanmar, Thailand","LAO, MMR, THA",aeu,Definitely endangered,5000,21.5833,101.0166,,akeu,akeu
2429,Anung (China),China,CHN,nun,Critically endangered,5000,26.7368,98.7766,,anong (Chine),anung (China)
1040,Bagvalal,Russian Federation,RUS,kva,Definitely endangered,5000,42.5247,46.1920,"the villages of Khushtada, Tlondoda, Kvanada, and Gemerso in Tsumada County and the villages of Tlissi and Tlibisho in Akhvakh County as well as in a number of expatriate communities elsewhere in the Republic of Daghestan",bagvalal,bagvalal
1671,Bambassi,Ethiopia,ETH,myf,Definitely endangered,5000,9.7469,34.7662,,bambassi,bambeshi
288,Barí,Colombia,COL,mot,Vulnerable,5000,9.0261,-73.2678,"Sierra de Motilones and Catatumbo river area (state of Norte de Santander, Colombia; state of Zuilia, Venezuela).",barí,motilón
1435,Bartangi,Tajikistan,TJK,sgh,Severely endangered,5000,38.0480,71.8286,Bartang valley of Rushan district in Gorno Badakhshan Autonomous Region of Tajikistan.,bartangi,bartangí
983,Bokar,"China, India","CHN, IND",adi,Vulnerable,5000,28.8735,94.3807,"scattered villages in West Siang Dt., west of Tuting.",bokar,bokar
444,Brokpa,Bhutan,BTN,sgt,Definitely endangered,5000,27.3766,91.9981,"Sakteng valley, ’Wangdi Phodr’a district",brokpa,sagtenpa
900,Creek,United States of America,USA,mus,Definitely endangered,5000,35.6319,-95.9616,"In the  territory of the Muscogee (Creek) Nation (in 11 Counties in Oklahoma: Creek, Hughes (Tukvpvtce), Mayes, McIntosh, Muskogee, Okfuskee, Okmulgee, Rogers, Seminole, Tulsa, and Wagoner) and Seminole Nation in east-central Oklahoma (at Lat. N 35/08/41 Long. W 96/29/36), and on the Brighton Reservation in Florida (at Lat. N 27/04/50.34 Long. W 81/04/43.70).",creek,muskoguí
2002,Cubeo (Colombia),Colombia,COL,cub,Vulnerable,5000,1.5000,-70.5000,"Localizados en Colombia, Brasil y Venezuela. En Colombia se encuentran en el Departamento del vaupés a lo largo de los ríos Vaupés, Kaduyarí y Querarí.",cubeo (Colombie),cubeo (Colombia)
450,Dagur (Hailar),China,CHN,dta,Definitely endangered,5000,48.6111,119.7949,Ewenki Autonomous Banner in Hulun Buir League south of the city of Hailar,dagour (Hailar),daguro (Hailar)
2524,Damal,Indonesia,IDN,uhn,Vulnerable,5000,-4.2806,137.0324,Irian Jaya,damal,damal
123,Dhaiso,United Republic of Tanzania,TZA,dhs,Definitely endangered,5000,-5.0745,38.4741,Bwiti and Magati villages,dhaiso,daisa
1206,Gorum,India,IND,pcj,Definitely endangered,5000,18.6670,83.0346,"Orissa, Koraput Dt.",gorum,gorumo
1922,Guarayu,Bolivia (Plurinational State of),BOL,gyr,Definitely endangered,5000,-15.9190,-62.8747,,guarayu,guarayo
1597,Gutnish,Sweden,SWE,swe,Definitely endangered,5000,57.3027,18.5284,"the south-east coast from Alskog till Burs of the main island of Gotland and, at least until recently, some parts of Fårö island off the main island; a regional language not recognized by the SIL",gutnisk,gotlandiano
870,Hopi,United States of America,USA,hop,Vulnerable,5000,35.8721,-110.6205,"Spoken in the villages of First Mesa, Second Mesa, and Third Mesa.",hopi,hopí
30,Ilue,Nigeria,NGA,ilv,Critically endangered,5000,4.9185,8.2397,,ilue,ilue
1962,Jibbali,Oman,OMN,shv,Severely endangered,5000,18.0623,52.4267,"within the Modern South Arabian group Jibbali is apart. Johnstone (1981) makes a distinction between the central, eastern and western dialects. 
Jibbali is spokeny ‘by a number of communities of different social status and tribal origin (Johnstone 1981). Location : Dhofar and coastal towns or villages of hte region :  Raysut, Salalah, Mirbat, Sidh. The islanders of Kuria Muria speak a dialect of Jibbali.",jibbali,yibalí
1602,Kalasha,Pakistan,PAK,kls,Severely endangered,5000,35.6684,71.7201,"Southern Chitral District, NWFP, Pakistan",kalasha,calasa
117,Kami,United Republic of Tanzania,TZA,kcu,Severely endangered,5000,-6.8937,37.1337,,kami,kami
529,Kathu,China,CHN,ykt,Definitely endangered,5000,24.1360,105.2490,,katou,gasu
2068,Khojki,Oman,OMN,luv,Severely endangered,5000,23.6193,58.5653,"The Matrah harbor area of Muscat, primarily within Sur Lawatiya, an old walled quarter facing the harbor, but now in other areas of the capital.",khojki,luvatí
128,Khwe,Namibia,NAM,xuu,Definitely endangered,5000,-18.2710,21.4892,"Pointer at centre of settlement area. Spoken at about 60 different settlemants in Caprivi Strip of Namibia, Ngamiland of Botswana, and at Plattfontein near Kimberley in South Africa. Some few Khwe live in the area along the Zambian-Angolan border. Major settlements in Namibia: Mutc'iku (1100), Omega (630), Chetto 590), Omega III (640), in Botswana: Gudigoa (650), Shadikarawe (367), Kaputura (240), Bietc'a (210, Ngarange (140).",khwe,xun
1188,Kom,India,IND,kmm,Definitely endangered,5000,24.0414,93.6639,"Manipur, Churachandandpur, Tamenglong and Senapati districts",kom,kom
